timestamp,datetime,dynamics.fl_steer_angle
1750301158.271557,2025-06-18 21:45:58.271,3.321
1750301158.2838778,2025-06-18 21:45:58.283,3.366
1750301158.29649,2025-06-18 21:45:58.296,3.411
1750301158.30905,2025-06-18 21:45:58.309,3.457
1750301158.3203242,2025-06-18 21:45:58.320,3.497
1750301158.332865,2025-06-18 21:45:58.332,3.5420000000000003
1750301158.345435,2025-06-18 21:45:58.345,3.587
1750301158.356164,2025-06-18 21:45:58.356,3.626
1750301158.368721,2025-06-18 21:45:58.368,3.67
1750301158.381275,2025-06-18 21:45:58.381,3.715
1750301158.393831,2025-06-18 21:45:58.393,3.759
1750301158.406158,2025-06-18 21:45:58.406,3.803
1750301158.418724,2025-06-18 21:45:58.418,3.847
1750301158.431294,2025-06-18 21:45:58.431,3.891
1750301158.443845,2025-06-18 21:45:58.443,3.935
1750301158.4563782,2025-06-18 21:45:58.456,3.978
1750301158.467628,2025-06-18 21:45:58.467,4.017
1750301158.480175,2025-06-18 21:45:58.480,4.061
1750301158.492267,2025-06-18 21:45:58.492,4.102
1750301158.504952,2025-06-18 21:45:58.504,4.1450000000000005
1750301158.5152729,2025-06-18 21:45:58.515,4.181
1750301158.5278442,2025-06-18 21:45:58.527,4.224
1750301158.540404,2025-06-18 21:45:58.540,4.266
1750301158.552959,2025-06-18 21:45:58.552,4.309
1750301158.565582,2025-06-18 21:45:58.565,4.351
1750301158.577274,2025-06-18 21:45:58.577,4.39
1750301158.5894778,2025-06-18 21:45:58.589,4.431
1750301158.602102,2025-06-18 21:45:58.602,4.473
1750301158.6147141,2025-06-18 21:45:58.614,4.515
1750301158.6273012,2025-06-18 21:45:58.627,4.556
1750301158.642633,2025-06-18 21:45:58.642,4.606
1750301158.655256,2025-06-18 21:45:58.655,4.648
1750301158.667872,2025-06-18 21:45:58.667,4.688
1750301158.680497,2025-06-18 21:45:58.680,4.729
1750301158.693111,2025-06-18 21:45:58.693,4.7700000000000005
1750301158.705808,2025-06-18 21:45:58.705,4.8100000000000005
1750301158.718451,2025-06-18 21:45:58.718,4.851
1750301158.731075,2025-06-18 21:45:58.731,4.891
1750301158.7436512,2025-06-18 21:45:58.743,4.931
1750301158.756272,2025-06-18 21:45:58.756,4.97
1750301158.76995,2025-06-18 21:45:58.769,5.0120000000000005
1750301158.784169,2025-06-18 21:45:58.784,5.057
1750301158.796809,2025-06-18 21:45:58.796,5.096
1750301158.809401,2025-06-18 21:45:58.809,5.135
1750301158.821358,2025-06-18 21:45:58.821,5.172
1750301158.8339531,2025-06-18 21:45:58.833,5.21
1750301158.844627,2025-06-18 21:45:58.844,5.242
1750301158.856221,2025-06-18 21:45:58.856,5.277
1750301158.868864,2025-06-18 21:45:58.868,5.315
1750301158.8801112,2025-06-18 21:45:58.880,5.349
1750301158.892732,2025-06-18 21:45:58.892,5.386
1750301158.9052029,2025-06-18 21:45:58.905,5.423
1750301158.917813,2025-06-18 21:45:58.917,5.46
1750301158.9301271,2025-06-18 21:45:58.930,5.496
1750301158.941064,2025-06-18 21:45:58.941,5.527
1750301158.9525309,2025-06-18 21:45:58.952,5.561
1750301158.965142,2025-06-18 21:45:58.965,5.597
1750301158.977777,2025-06-18 21:45:58.977,5.633
1750301158.989929,2025-06-18 21:45:58.989,5.667
1750301159.00179,2025-06-18 21:45:59.001,5.7
1750301159.0144482,2025-06-18 21:45:59.014,5.736
1750301159.0271099,2025-06-18 21:45:59.027,5.771
1750301159.0393322,2025-06-18 21:45:59.039,5.805
1750301159.051944,2025-06-18 21:45:59.051,5.839
1750301159.0631092,2025-06-18 21:45:59.063,5.87
1750301159.075783,2025-06-18 21:45:59.075,5.904
1750301159.088406,2025-06-18 21:45:59.088,5.938
1750301159.101054,2025-06-18 21:45:59.101,5.972
1750301159.113813,2025-06-18 21:45:59.113,6.006
1750301159.126562,2025-06-18 21:45:59.126,6.039
1750301159.137867,2025-06-18 21:45:59.137,6.069
1750301159.150486,2025-06-18 21:45:59.150,6.102
1750301159.168523,2025-06-18 21:45:59.168,6.148
1750301159.181429,2025-06-18 21:45:59.181,6.181
