timestamp,datetime,dynamics.fl_steer_angle
1750292180.786834,2025-06-18 19:16:20.786,2.394
1750292180.799432,2025-06-18 19:16:20.799,2.442
1750292180.812128,2025-06-18 19:16:20.812,2.49
1750292180.824848,2025-06-18 19:16:20.824,2.5380000000000003
1750292180.835239,2025-06-18 19:16:20.835,2.578
1750292180.848137,2025-06-18 19:16:20.848,2.626
1750292180.861087,2025-06-18 19:16:20.861,2.6750000000000003
1750292180.8737721,2025-06-18 19:16:20.873,2.723
1750292180.886454,2025-06-18 19:16:20.886,2.771
1750292180.8990989,2025-06-18 19:16:20.899,2.818
1750292180.9117372,2025-06-18 19:16:20.911,2.866
1750292180.924366,2025-06-18 19:16:20.924,2.912
1750292180.937104,2025-06-18 19:16:20.937,2.96
1750292180.9501078,2025-06-18 19:16:20.950,3.008
1750292180.963213,2025-06-18 19:16:20.963,3.057
1750292180.974953,2025-06-18 19:16:20.974,3.1
1750292180.987684,2025-06-18 19:16:20.987,3.1470000000000002
1750292181.0002801,2025-06-18 19:16:21.000,3.193
1750292181.0130339,2025-06-18 19:16:21.013,3.24
1750292181.024558,2025-06-18 19:16:21.024,3.282
1750292181.037299,2025-06-18 19:16:21.037,3.3280000000000003
1750292181.050167,2025-06-18 19:16:21.050,3.375
1750292181.0627499,2025-06-18 19:16:21.062,3.4210000000000003
1750292181.0756092,2025-06-18 19:16:21.075,3.467
1750292181.0884569,2025-06-18 19:16:21.088,3.513
1750292181.0990562,2025-06-18 19:16:21.099,3.551
1750292181.1117408,2025-06-18 19:16:21.111,3.597
1750292181.124366,2025-06-18 19:16:21.124,3.642
1750292181.1370199,2025-06-18 19:16:21.137,3.6870000000000003
1750292181.149503,2025-06-18 19:16:21.149,3.731
1750292181.15999,2025-06-18 19:16:21.159,3.7680000000000002
1750292181.172679,2025-06-18 19:16:21.172,3.813
1750292181.1852942,2025-06-18 19:16:21.185,3.857
1750292181.197084,2025-06-18 19:16:21.197,3.898
1750292181.208852,2025-06-18 19:16:21.208,3.939
1750292181.2216582,2025-06-18 19:16:21.221,3.984
1750292181.232318,2025-06-18 19:16:21.232,4.021
1750292181.245116,2025-06-18 19:16:21.245,4.065
1750292181.2577338,2025-06-18 19:16:21.257,4.108
1750292181.270402,2025-06-18 19:16:21.270,4.152
1750292181.283077,2025-06-18 19:16:21.283,4.195
1750292181.295616,2025-06-18 19:16:21.295,4.238
1750292181.3082418,2025-06-18 19:16:21.308,4.28
1750292181.320885,2025-06-18 19:16:21.320,4.323
1750292181.333529,2025-06-18 19:16:21.333,4.365
1750292181.34591,2025-06-18 19:16:21.345,4.407
1750292181.358389,2025-06-18 19:16:21.358,4.448
1750292181.3710551,2025-06-18 19:16:21.371,4.49
1750292181.38368,2025-06-18 19:16:21.383,4.532
1750292181.397088,2025-06-18 19:16:21.397,4.5760000000000005
1750292181.4097111,2025-06-18 19:16:21.409,4.618
1750292181.4223511,2025-06-18 19:16:21.422,4.659
1750292181.435009,2025-06-18 19:16:21.435,4.7
1750292181.447446,2025-06-18 19:16:21.447,4.74
1750292181.4601128,2025-06-18 19:16:21.460,4.781
1750292181.4727838,2025-06-18 19:16:21.472,4.821
1750292181.484183,2025-06-18 19:16:21.484,4.8580000000000005
1750292181.496685,2025-06-18 19:16:21.496,4.897
1750292181.50947,2025-06-18 19:16:21.509,4.938
1750292181.522167,2025-06-18 19:16:21.522,4.977
1750292181.5348248,2025-06-18 19:16:21.534,5.017
1750292181.547522,2025-06-18 19:16:21.547,5.056
1750292181.5601778,2025-06-18 19:16:21.560,5.095
1750292181.572958,2025-06-18 19:16:21.572,5.135
1750292181.5856562,2025-06-18 19:16:21.585,5.174
1750292181.59831,2025-06-18 19:16:21.598,5.212
1750292181.610943,2025-06-18 19:16:21.610,5.25
1750292181.623893,2025-06-18 19:16:21.623,5.289
1750292181.636585,2025-06-18 19:16:21.636,5.327
1750292181.649261,2025-06-18 19:16:21.649,5.365
1750292181.661782,2025-06-18 19:16:21.661,5.402
1750292181.674429,2025-06-18 19:16:21.674,5.439
1750292181.68717,2025-06-18 19:16:21.687,5.476
1750292181.6998558,2025-06-18 19:16:21.699,5.513
1750292181.7123652,2025-06-18 19:16:21.712,5.55
1750292181.725054,2025-06-18 19:16:21.725,5.586
1750292181.737804,2025-06-18 19:16:21.737,5.622
1750292181.750263,2025-06-18 19:16:21.750,5.658
1750292181.7632499,2025-06-18 19:16:21.763,5.694
1750292181.77496,2025-06-18 19:16:21.774,5.727
1750292181.787661,2025-06-18 19:16:21.787,5.7620000000000005
1750292181.8003252,2025-06-18 19:16:21.800,5.798
1750292181.813376,2025-06-18 19:16:21.813,5.833
1750292181.8260312,2025-06-18 19:16:21.826,5.868
1750292181.838711,2025-06-18 19:16:21.838,5.902
