timestamp,datetime,dynamics.fl_steer_angle
1750306738.3826718,2025-06-18 23:18:58.382,2.477
1750306738.394965,2025-06-18 23:18:58.394,2.524
1750306738.40869,2025-06-18 23:18:58.408,2.576
1750306738.422459,2025-06-18 23:18:58.422,2.628
1750306738.436221,2025-06-18 23:18:58.436,2.68
1750306738.4499352,2025-06-18 23:18:58.449,2.732
1750306738.462992,2025-06-18 23:18:58.462,2.781
1750306738.4767969,2025-06-18 23:18:58.476,2.833
1750306738.490654,2025-06-18 23:18:58.490,2.884
1750306738.5028522,2025-06-18 23:18:58.502,2.93
1750306738.5166771,2025-06-18 23:18:58.516,2.981
1750306738.528367,2025-06-18 23:18:58.528,3.025
1750306738.542206,2025-06-18 23:18:58.542,3.076
1750306738.5560498,2025-06-18 23:18:58.556,3.1270000000000002
1750306738.568882,2025-06-18 23:18:58.568,3.174
1750306738.5806222,2025-06-18 23:18:58.580,3.217
1750306738.594508,2025-06-18 23:18:58.594,3.2680000000000002
1750306738.6071181,2025-06-18 23:18:58.607,3.314
1750306738.620098,2025-06-18 23:18:58.620,3.361
1750306738.6316512,2025-06-18 23:18:58.631,3.403
1750306738.644258,2025-06-18 23:18:58.644,3.448
1750306738.6579661,2025-06-18 23:18:58.657,3.498
1750306738.671693,2025-06-18 23:18:58.671,3.547
1750306738.6854231,2025-06-18 23:18:58.685,3.596
1750306738.699177,2025-06-18 23:18:58.699,3.645
1750306738.7129118,2025-06-18 23:18:58.712,3.694
1750306738.726651,2025-06-18 23:18:58.726,3.743
1750306738.7404191,2025-06-18 23:18:58.740,3.791
1750306738.754134,2025-06-18 23:18:58.754,3.84
1750306738.767849,2025-06-18 23:18:58.767,3.888
1750306738.78158,2025-06-18 23:18:58.781,3.935
1750306738.794956,2025-06-18 23:18:58.794,3.982
1750306738.80865,2025-06-18 23:18:58.808,4.029
1750306738.822399,2025-06-18 23:18:58.822,4.077
1750306738.836119,2025-06-18 23:18:58.836,4.124
1750306738.8498461,2025-06-18 23:18:58.849,4.171
1750306738.8616,2025-06-18 23:18:58.861,4.211
1750306738.875298,2025-06-18 23:18:58.875,4.257
1750306738.8889868,2025-06-18 23:18:58.888,4.304
1750306738.902673,2025-06-18 23:18:58.902,4.3500000000000005
1750306738.9164538,2025-06-18 23:18:58.916,4.396
1750306738.9283788,2025-06-18 23:18:58.928,4.436
1750306738.942216,2025-06-18 23:18:58.942,4.481
1750306738.955321,2025-06-18 23:18:58.955,4.525
1750306738.970201,2025-06-18 23:18:58.970,4.574
1750306738.98385,2025-06-18 23:18:58.983,4.619
1750306738.997636,2025-06-18 23:18:58.997,4.663
1750306739.01148,2025-06-18 23:18:59.011,4.708
1750306739.025093,2025-06-18 23:18:59.025,4.752
1750306739.0388072,2025-06-18 23:18:59.038,4.796
1750306739.0514848,2025-06-18 23:18:59.051,4.837
1750306739.065249,2025-06-18 23:18:59.065,4.881
1750306739.0782819,2025-06-18 23:18:59.078,4.922
1750306739.091983,2025-06-18 23:18:59.091,4.965
1750306739.1056619,2025-06-18 23:18:59.105,5.008
1750306739.119334,2025-06-18 23:18:59.119,5.05
1750306739.133014,2025-06-18 23:18:59.133,5.093
1750306739.144918,2025-06-18 23:18:59.144,5.1290000000000004
1750306739.158646,2025-06-18 23:18:59.158,5.171
1750306739.172493,2025-06-18 23:18:59.172,5.213
1750306739.184971,2025-06-18 23:18:59.184,5.251
1750306739.198721,2025-06-18 23:18:59.198,5.292
1750306739.212471,2025-06-18 23:18:59.212,5.333
1750306739.22621,2025-06-18 23:18:59.226,5.3740000000000006
1750306739.240007,2025-06-18 23:18:59.240,5.415
1750306739.253773,2025-06-18 23:18:59.253,5.455
1750306739.267518,2025-06-18 23:18:59.267,5.496
1750306739.2813282,2025-06-18 23:18:59.281,5.535
1750306739.292733,2025-06-18 23:18:59.292,5.5680000000000005
1750306739.3045208,2025-06-18 23:18:59.304,5.602
1750306739.3183098,2025-06-18 23:18:59.318,5.641
1750306739.333898,2025-06-18 23:18:59.333,5.6850000000000005
1750306739.3476532,2025-06-18 23:18:59.347,5.724
1750306739.3614001,2025-06-18 23:18:59.361,5.7620000000000005
1750306739.375135,2025-06-18 23:18:59.375,5.8
1750306739.388878,2025-06-18 23:18:59.388,5.838
1750306739.4026859,2025-06-18 23:18:59.402,5.875
1750306739.414528,2025-06-18 23:18:59.414,5.907
1750306739.428354,2025-06-18 23:18:59.428,5.945
1750306739.442268,2025-06-18 23:18:59.442,5.982
1750306739.4561129,2025-06-18 23:18:59.456,6.018
1750306739.4699361,2025-06-18 23:18:59.469,6.055
1750306739.483725,2025-06-18 23:18:59.483,6.091
1750306739.496227,2025-06-18 23:18:59.496,6.123
1750306739.51003,2025-06-18 23:18:59.510,6.158
1750306739.5238788,2025-06-18 23:18:59.523,6.1930000000000005
1750306739.53705,2025-06-18 23:18:59.537,6.227
1750306739.550868,2025-06-18 23:18:59.550,6.261
1750306739.564617,2025-06-18 23:18:59.564,6.295
1750306739.578293,2025-06-18 23:18:59.578,6.329
1750306739.592032,2025-06-18 23:18:59.592,6.362
1750306739.6054451,2025-06-18 23:18:59.605,6.3950000000000005
1750306739.619206,2025-06-18 23:18:59.619,6.428
1750306739.632941,2025-06-18 23:18:59.632,6.46
1750306739.646679,2025-06-18 23:18:59.646,6.493
1750306739.6604118,2025-06-18 23:18:59.660,6.524
1750306739.674237,2025-06-18 23:18:59.674,6.556
1750306739.688045,2025-06-18 23:18:59.688,6.588
1750306739.7018712,2025-06-18 23:18:59.701,6.619
1750306739.7151308,2025-06-18 23:18:59.715,6.648000000000001
1750306739.728404,2025-06-18 23:18:59.728,6.678
1750306739.742402,2025-06-18 23:18:59.742,6.708
1750306739.7548769,2025-06-18 23:18:59.754,6.735
1750306739.768706,2025-06-18 23:18:59.768,6.765000000000001
1750306739.781683,2025-06-18 23:18:59.781,6.793
1750306739.795567,2025-06-18 23:18:59.795,6.822
1750306739.809387,2025-06-18 23:18:59.809,6.851
1750306739.823264,2025-06-18 23:18:59.823,6.8790000000000004
1750306739.83614,2025-06-18 23:18:59.836,6.905
1750306739.850008,2025-06-18 23:18:59.850,6.933
1750306739.8638358,2025-06-18 23:18:59.863,6.961
1750306739.877652,2025-06-18 23:18:59.877,6.988
1750306739.89148,2025-06-18 23:18:59.891,7.015000000000001
1750306739.905316,2025-06-18 23:18:59.905,7.041
1750306739.919273,2025-06-18 23:18:59.919,7.067
1750306739.9331079,2025-06-18 23:18:59.933,7.093
1750306739.9450119,2025-06-18 23:18:59.945,7.115
1750306739.958866,2025-06-18 23:18:59.958,7.140000000000001
1750306739.97522,2025-06-18 23:18:59.975,7.1690000000000005
1750306739.987478,2025-06-18 23:18:59.987,7.191
1750306740.0012858,2025-06-18 23:19:00.001,7.215
1750306740.015124,2025-06-18 23:19:00.015,7.239
1750306740.0283039,2025-06-18 23:19:00.028,7.261
1750306740.042249,2025-06-18 23:19:00.042,7.284
1750306740.0550148,2025-06-18 23:19:00.055,7.305
1750306740.0688362,2025-06-18 23:19:00.068,7.328
1750306740.0806642,2025-06-18 23:19:00.080,7.346
1750306740.092664,2025-06-18 23:19:00.092,7.365
1750306740.106557,2025-06-18 23:19:00.106,7.3870000000000005
1750306740.12195,2025-06-18 23:19:00.121,7.406000000000001
1750306740.1361222,2025-06-18 23:19:00.136,7.431
1750306740.149894,2025-06-18 23:19:00.149,7.452
1750306740.1616662,2025-06-18 23:19:00.161,7.469
1750306740.173142,2025-06-18 23:19:00.173,7.485
1750306740.1869922,2025-06-18 23:19:00.186,7.5040000000000004
1750306740.200809,2025-06-18 23:19:00.200,7.523000000000001
1750306740.21463,2025-06-18 23:19:00.214,7.542
1750306740.2296169,2025-06-18 23:19:00.229,7.5600000000000005
1750306740.243534,2025-06-18 23:19:00.243,7.579
1750306740.25497,2025-06-18 23:19:00.254,7.594
1750306740.2687511,2025-06-18 23:19:00.268,7.611
1750306740.2819571,2025-06-18 23:19:00.281,7.627
1750306740.2958121,2025-06-18 23:19:00.295,7.644
1750306740.308301,2025-06-18 23:19:00.308,7.658
1750306740.322242,2025-06-18 23:19:00.322,7.674
1750306740.335598,2025-06-18 23:19:00.335,7.689
1750306740.349441,2025-06-18 23:19:00.349,7.704
1750306740.361643,2025-06-18 23:19:00.361,7.7170000000000005
1750306740.374656,2025-06-18 23:19:00.374,7.731
1750306740.3885381,2025-06-18 23:19:00.388,7.745
1750306740.402326,2025-06-18 23:19:00.402,7.759
1750306740.416105,2025-06-18 23:19:00.416,7.772
1750306740.429929,2025-06-18 23:19:00.429,7.785
1750306740.4420302,2025-06-18 23:19:00.442,7.796
1750306740.4558442,2025-06-18 23:19:00.455,7.808
1750306740.469451,2025-06-18 23:19:00.469,7.82
1750306740.481448,2025-06-18 23:19:00.481,7.83
1750306740.49503,2025-06-18 23:19:00.495,7.841
1750306740.508863,2025-06-18 23:19:00.508,7.851
1750306740.5227141,2025-06-18 23:19:00.522,7.862
1750306740.5365288,2025-06-18 23:19:00.536,7.872
1750306740.550303,2025-06-18 23:19:00.550,7.881
1750306740.564032,2025-06-18 23:19:00.564,7.891
1750306740.5766342,2025-06-18 23:19:00.576,7.899
1750306740.590358,2025-06-18 23:19:00.590,7.907
1750306740.604112,2025-06-18 23:19:00.604,7.915
1750306740.617849,2025-06-18 23:19:00.617,7.923
1750306740.631626,2025-06-18 23:19:00.631,7.931
1750306740.644949,2025-06-18 23:19:00.644,7.937
1750306740.6563892,2025-06-18 23:19:00.656,7.9430000000000005
1750306740.669791,2025-06-18 23:19:00.669,7.949
1750306740.6811142,2025-06-18 23:19:00.681,7.954
1750306740.694819,2025-06-18 23:19:00.694,7.96
1750306740.707631,2025-06-18 23:19:00.707,7.965
1750306740.7199879,2025-06-18 23:19:00.719,7.969
1750306740.733669,2025-06-18 23:19:00.733,7.974
1750306740.747408,2025-06-18 23:19:00.747,7.978
1750306740.761122,2025-06-18 23:19:00.761,7.982
1750306740.774847,2025-06-18 23:19:00.774,7.985
1750306740.7887812,2025-06-18 23:19:00.788,7.988
1750306740.8025112,2025-06-18 23:19:00.802,7.9910000000000005
1750306740.816287,2025-06-18 23:19:00.816,7.993
1750306740.8295949,2025-06-18 23:19:00.829,7.995
1750306740.843339,2025-06-18 23:19:00.843,7.997
1750306740.857106,2025-06-18 23:19:00.857,7.998
1750306740.870904,2025-06-18 23:19:00.870,7.9990000000000006
1750306740.884774,2025-06-18 23:19:00.884,7.9990000000000006
1750306740.89857,2025-06-18 23:19:00.898,7.9990000000000006
1750306740.912378,2025-06-18 23:19:00.912,7.9990000000000006
1750306740.926261,2025-06-18 23:19:00.926,7.998
1750306740.940105,2025-06-18 23:19:00.940,7.997
1750306740.9541252,2025-06-18 23:19:00.954,7.996
1750306740.968014,2025-06-18 23:19:00.968,7.994
1750306740.984978,2025-06-18 23:19:00.984,7.9910000000000005
1750306740.997639,2025-06-18 23:19:00.997,7.989
1750306741.010209,2025-06-18 23:19:01.010,7.986
1750306741.024042,2025-06-18 23:19:01.024,7.9830000000000005
1750306741.0374951,2025-06-18 23:19:01.037,7.979
1750306741.049918,2025-06-18 23:19:01.049,7.9750000000000005
1750306741.061665,2025-06-18 23:19:01.061,7.972
1750306741.075531,2025-06-18 23:19:01.075,7.9670000000000005
1750306741.089417,2025-06-18 23:19:01.089,7.962
1750306741.1014578,2025-06-18 23:19:01.101,7.957
1750306741.115304,2025-06-18 23:19:01.115,7.9510000000000005
1750306741.128345,2025-06-18 23:19:01.128,7.945
1750306741.140679,2025-06-18 23:19:01.140,7.939
1750306741.154486,2025-06-18 23:19:01.154,7.932
1750306741.1683211,2025-06-18 23:19:01.168,7.925
1750306741.182217,2025-06-18 23:19:01.182,7.917
1750306741.195029,2025-06-18 23:19:01.195,7.909
1750306741.20893,2025-06-18 23:19:01.208,7.901
1750306741.2227972,2025-06-18 23:19:01.222,7.892
1750306741.2345788,2025-06-18 23:19:01.234,7.884
1750306741.24843,2025-06-18 23:19:01.248,7.875
1750306741.2622578,2025-06-18 23:19:01.262,7.865
1750306741.276107,2025-06-18 23:19:01.276,7.854
1750306741.289856,2025-06-18 23:19:01.289,7.844
1750306741.303602,2025-06-18 23:19:01.303,7.833
1750306741.317356,2025-06-18 23:19:01.317,7.821
1750306741.329367,2025-06-18 23:19:01.329,7.811
1750306741.343101,2025-06-18 23:19:01.343,7.799
1750306741.356862,2025-06-18 23:19:01.356,7.787
1750306741.3705769,2025-06-18 23:19:01.370,7.774
1750306741.384289,2025-06-18 23:19:01.384,7.761
1750306741.397912,2025-06-18 23:19:01.397,7.747
1750306741.4116218,2025-06-18 23:19:01.411,7.7330000000000005
1750306741.425334,2025-06-18 23:19:01.425,7.719
1750306741.4390678,2025-06-18 23:19:01.439,7.705
1750306741.452818,2025-06-18 23:19:01.452,7.69
1750306741.4665139,2025-06-18 23:19:01.466,7.674
1750306741.480235,2025-06-18 23:19:01.480,7.659
1750306741.493931,2025-06-18 23:19:01.493,7.643
1750306741.507651,2025-06-18 23:19:01.507,7.626
1750306741.5213811,2025-06-18 23:19:01.521,7.61
1750306741.535112,2025-06-18 23:19:01.535,7.5920000000000005
1750306741.54881,2025-06-18 23:19:01.548,7.575
1750306741.561622,2025-06-18 23:19:01.561,7.558
1750306741.575382,2025-06-18 23:19:01.575,7.54
1750306741.5891168,2025-06-18 23:19:01.589,7.522
1750306741.602838,2025-06-18 23:19:01.602,7.503
1750306741.6166432,2025-06-18 23:19:01.616,7.484
1750306741.6283462,2025-06-18 23:19:01.628,7.4670000000000005
1750306741.642198,2025-06-18 23:19:01.642,7.447
1750306741.656053,2025-06-18 23:19:01.656,7.426
1750306741.669954,2025-06-18 23:19:01.669,7.406000000000001
1750306741.6838222,2025-06-18 23:19:01.683,7.384
1750306741.697564,2025-06-18 23:19:01.697,7.363
1750306741.7113311,2025-06-18 23:19:01.711,7.341
1750306741.725078,2025-06-18 23:19:01.725,7.319
1750306741.738831,2025-06-18 23:19:01.738,7.297
1750306741.7525618,2025-06-18 23:19:01.752,7.274
1750306741.766279,2025-06-18 23:19:01.766,7.251
1750306741.778272,2025-06-18 23:19:01.778,7.231
1750306741.791977,2025-06-18 23:19:01.791,7.207
1750306741.804833,2025-06-18 23:19:01.804,7.1850000000000005
1750306741.818579,2025-06-18 23:19:01.818,7.16
1750306741.8322759,2025-06-18 23:19:01.832,7.136
1750306741.8449259,2025-06-18 23:19:01.844,7.113
1750306741.858646,2025-06-18 23:19:01.858,7.088
1750306741.872392,2025-06-18 23:19:01.872,7.062
1750306741.8861408,2025-06-18 23:19:01.886,7.0360000000000005
1750306741.899922,2025-06-18 23:19:01.899,7.01
1750306741.913672,2025-06-18 23:19:01.913,6.9830000000000005
1750306741.9274821,2025-06-18 23:19:01.927,6.956
1750306741.941216,2025-06-18 23:19:01.941,6.928
1750306741.9549701,2025-06-18 23:19:01.954,6.901
1750306741.968693,2025-06-18 23:19:01.968,6.873
1750306741.98243,2025-06-18 23:19:01.982,6.845
1750306741.9990542,2025-06-18 23:19:01.999,6.8100000000000005
1750306742.0128078,2025-06-18 23:19:02.012,6.781000000000001
1750306742.026526,2025-06-18 23:19:02.026,6.752
1750306742.040262,2025-06-18 23:19:02.040,6.722
1750306742.053994,2025-06-18 23:19:02.053,6.692
1750306742.067792,2025-06-18 23:19:02.067,6.662
1750306742.081662,2025-06-18 23:19:02.081,6.631
1750306742.09504,2025-06-18 23:19:02.095,6.601
1750306742.108892,2025-06-18 23:19:02.108,6.569
1750306742.122839,2025-06-18 23:19:02.122,6.537
1750306742.1367118,2025-06-18 23:19:02.136,6.505
1750306742.148413,2025-06-18 23:19:02.148,6.478
1750306742.161695,2025-06-18 23:19:02.161,6.447
1750306742.175534,2025-06-18 23:19:02.175,6.414
1750306742.189394,2025-06-18 23:19:02.189,6.38
1750306742.2028182,2025-06-18 23:19:02.202,6.348
1750306742.216693,2025-06-18 23:19:02.216,6.314
1750306742.228378,2025-06-18 23:19:02.228,6.285
1750306742.2423801,2025-06-18 23:19:02.242,6.25
1750306742.25531,2025-06-18 23:19:02.255,6.218
1750306742.269129,2025-06-18 23:19:02.269,6.183
1750306742.282122,2025-06-18 23:19:02.282,6.15
1750306742.2952662,2025-06-18 23:19:02.295,6.1160000000000005
1750306742.309165,2025-06-18 23:19:02.309,6.08
1750306742.321717,2025-06-18 23:19:02.321,6.047
1750306742.335388,2025-06-18 23:19:02.335,6.011
1750306742.349229,2025-06-18 23:19:02.349,5.9750000000000005
1750306742.361595,2025-06-18 23:19:02.361,5.942
1750306742.375392,2025-06-18 23:19:02.375,5.905
1750306742.3867981,2025-06-18 23:19:02.386,5.8740000000000006
1750306742.4005811,2025-06-18 23:19:02.400,5.836
1750306742.414421,2025-06-18 23:19:02.414,5.798
1750306742.427774,2025-06-18 23:19:02.427,5.761
1750306742.441632,2025-06-18 23:19:02.441,5.723
1750306742.4554791,2025-06-18 23:19:02.455,5.684
1750306742.469287,2025-06-18 23:19:02.469,5.6450000000000005
1750306742.483129,2025-06-18 23:19:02.483,5.606
1750306742.495991,2025-06-18 23:19:02.495,5.569
1750306742.5089731,2025-06-18 23:19:02.508,5.531
1750306742.5216992,2025-06-18 23:19:02.521,5.494
1750306742.535582,2025-06-18 23:19:02.535,5.454
1750306742.54948,2025-06-18 23:19:02.549,5.413
1750306742.5626318,2025-06-18 23:19:02.562,5.3740000000000006
1750306742.5764742,2025-06-18 23:19:02.576,5.333
1750306742.590385,2025-06-18 23:19:02.590,5.292
1750306742.6042151,2025-06-18 23:19:02.604,5.25
1750306742.61691,2025-06-18 23:19:02.616,5.212
1750306742.630153,2025-06-18 23:19:02.630,5.171
1750306742.643988,2025-06-18 23:19:02.643,5.1290000000000004
1750306742.6579719,2025-06-18 23:19:02.657,5.086
1750306742.671825,2025-06-18 23:19:02.671,5.043
1750306742.6859589,2025-06-18 23:19:02.685,5.0
1750306742.699788,2025-06-18 23:19:02.699,4.956
1750306742.712255,2025-06-18 23:19:02.712,4.918
1750306742.7253382,2025-06-18 23:19:02.725,4.875
1750306742.739271,2025-06-18 23:19:02.739,4.831
1750306742.752602,2025-06-18 23:19:02.752,4.788
1750306742.766336,2025-06-18 23:19:02.766,4.744
1750306742.780044,2025-06-18 23:19:02.780,4.7
1750306742.7937841,2025-06-18 23:19:02.793,4.655
1750306742.807533,2025-06-18 23:19:02.807,4.61
1750306742.821277,2025-06-18 23:19:02.821,4.565
1750306742.835003,2025-06-18 23:19:02.835,4.5200000000000005
1750306742.848734,2025-06-18 23:19:02.848,4.474
1750306742.8624651,2025-06-18 23:19:02.862,4.429
1750306742.876201,2025-06-18 23:19:02.876,4.383
1750306742.889917,2025-06-18 23:19:02.889,4.337
1750306742.903639,2025-06-18 23:19:02.903,4.291
1750306742.917366,2025-06-18 23:19:02.917,4.244
1750306742.931097,2025-06-18 23:19:02.931,4.198
1750306742.944811,2025-06-18 23:19:02.944,4.151
1750306742.958792,2025-06-18 23:19:02.958,4.104
1750306742.972599,2025-06-18 23:19:02.972,4.055
1750306742.986398,2025-06-18 23:19:02.986,4.008
1750306743.004433,2025-06-18 23:19:03.004,3.9450000000000003
1750306743.018162,2025-06-18 23:19:03.018,3.8970000000000002
1750306743.031947,2025-06-18 23:19:03.031,3.849
1750306743.045353,2025-06-18 23:19:03.045,3.802
1750306743.068189,2025-06-18 23:19:03.068,3.722
1750306743.081662,2025-06-18 23:19:03.081,3.674
1750306743.095009,2025-06-18 23:19:03.095,3.626
1750306743.108864,2025-06-18 23:19:03.108,3.577
1750306743.121037,2025-06-18 23:19:03.121,3.533
1750306743.141341,2025-06-18 23:19:03.141,3.461
1750306743.155318,2025-06-18 23:19:03.155,3.414
1750306743.17271,2025-06-18 23:19:03.172,3.349
1750306743.187149,2025-06-18 23:19:03.187,3.295
1750306743.199133,2025-06-18 23:19:03.199,3.251
1750306743.212766,2025-06-18 23:19:03.212,3.2
1750306743.225985,2025-06-18 23:19:03.225,3.152
1750306743.239399,2025-06-18 23:19:03.239,3.103
1750306743.252191,2025-06-18 23:19:03.252,3.055
1750306743.2659981,2025-06-18 23:19:03.265,3.004
1750306743.2782998,2025-06-18 23:19:03.278,2.958
1750306743.2922728,2025-06-18 23:19:03.292,2.906
1750306743.304244,2025-06-18 23:19:03.304,2.862
1750306743.317098,2025-06-18 23:19:03.317,2.814
1750306743.330823,2025-06-18 23:19:03.330,2.762
1750306743.34384,2025-06-18 23:19:03.343,2.713
1750306743.357435,2025-06-18 23:19:03.357,2.662
1750306743.3711371,2025-06-18 23:19:03.371,2.61
1750306743.3848891,2025-06-18 23:19:03.384,2.5580000000000003
1750306743.398154,2025-06-18 23:19:03.398,2.508
1750306743.411615,2025-06-18 23:19:03.411,2.457
1750306743.425379,2025-06-18 23:19:03.425,2.404
1750306743.4391282,2025-06-18 23:19:03.439,2.352
1750306743.452875,2025-06-18 23:19:03.452,2.299
1750306743.466589,2025-06-18 23:19:03.466,2.246
1750306743.478272,2025-06-18 23:19:03.478,2.202
1750306743.4920099,2025-06-18 23:19:03.492,2.149
1750306743.505745,2025-06-18 23:19:03.505,2.096
1750306743.5195122,2025-06-18 23:19:03.519,2.043
1750306743.533227,2025-06-18 23:19:03.533,1.989
1750306743.544936,2025-06-18 23:19:03.544,1.944
1750306743.558689,2025-06-18 23:19:03.558,1.891
1750306743.572441,2025-06-18 23:19:03.572,1.837
1750306743.5862489,2025-06-18 23:19:03.586,1.784
1750306743.600097,2025-06-18 23:19:03.600,1.729
1750306743.613179,2025-06-18 23:19:03.613,1.678
1750306743.627166,2025-06-18 23:19:03.627,1.624
1750306743.640494,2025-06-18 23:19:03.640,1.571
1750306743.654377,2025-06-18 23:19:03.654,1.5170000000000001
1750306743.668299,2025-06-18 23:19:03.668,1.462
1750306743.682163,2025-06-18 23:19:03.682,1.408
1750306743.694695,2025-06-18 23:19:03.694,1.358
1750306743.707562,2025-06-18 23:19:03.707,1.307
1750306743.7214348,2025-06-18 23:19:03.721,1.2530000000000001
1750306743.7352781,2025-06-18 23:19:03.735,1.198
1750306743.747406,2025-06-18 23:19:03.747,1.1500000000000001
1750306743.761361,2025-06-18 23:19:03.761,1.095
1750306743.7753541,2025-06-18 23:19:03.775,1.039
1750306743.7891982,2025-06-18 23:19:03.789,0.984
1750306743.803002,2025-06-18 23:19:03.803,0.929
1750306743.81682,2025-06-18 23:19:03.816,0.875
1750306743.828623,2025-06-18 23:19:03.828,0.8290000000000001
1750306743.842449,2025-06-18 23:19:03.842,0.773
1750306743.854632,2025-06-18 23:19:03.854,0.724
1750306743.868447,2025-06-18 23:19:03.868,0.669
1750306743.881401,2025-06-18 23:19:03.881,0.617
1750306743.8951612,2025-06-18 23:19:03.895,0.5630000000000001
1750306743.907989,2025-06-18 23:19:03.907,0.511
1750306743.9220428,2025-06-18 23:19:03.922,0.455
1750306743.9358451,2025-06-18 23:19:03.935,0.4
1750306743.948122,2025-06-18 23:19:03.948,0.35100000000000003
1750306743.960383,2025-06-18 23:19:03.960,0.302
1750306743.972268,2025-06-18 23:19:03.972,0.254
1750306743.985543,2025-06-18 23:19:03.985,0.202
1750306743.997866,2025-06-18 23:19:03.997,0.152
1750306744.0218701,2025-06-18 23:19:04.021,0.056
1750306744.035653,2025-06-18 23:19:04.035,0.001
1750306744.049579,2025-06-18 23:19:04.049,-0.054
1750306744.0630558,2025-06-18 23:19:04.063,-0.108
1750306744.076885,2025-06-18 23:19:04.076,-0.163
1750306744.090745,2025-06-18 23:19:04.090,-0.218
1750306744.104598,2025-06-18 23:19:04.104,-0.274
1750306744.116918,2025-06-18 23:19:04.116,-0.323
1750306744.130699,2025-06-18 23:19:04.130,-0.378
1750306744.143614,2025-06-18 23:19:04.143,-0.43
1750306744.157482,2025-06-18 23:19:04.157,-0.485
1750306744.171341,2025-06-18 23:19:04.171,-0.54
1750306744.182797,2025-06-18 23:19:04.182,-0.586
1750306744.196119,2025-06-18 23:19:04.196,-0.639
1750306744.20998,2025-06-18 23:19:04.209,-0.6940000000000001
1750306744.2238479,2025-06-18 23:19:04.223,-0.75
1750306744.2376761,2025-06-18 23:19:04.237,-0.805
1750306744.249532,2025-06-18 23:19:04.249,-0.852
1750306744.262314,2025-06-18 23:19:04.262,-0.903
1750306744.276202,2025-06-18 23:19:04.276,-0.9580000000000001
