timestamp,datetime,diagnostics_low.bmb_comm_error,diagnostics_low.imd_gnd_isolation_error,diagnostics_low.shutdown_leg1,diagnostics_low.shutdown_leg2,diagnostics_low.shutdown_leg3,diagnostics_low.shutdown_leg4,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed,pack.cell_bottom_temp,pack.cell_top_temp,pack.hv_c,pack.hv_pack_v,pack.hv_soc
1750309621.762314,2025-06-19 00:07:01.762,False,False,True,True,True,True,0.0,0.0,0.0,30.650000000000002,36.0,27.0,655.35,436.0,79.58
1750309621.777209,2025-06-19 00:07:01.777,,,,,,,0.0,0.0,0.0,29.94,,,,,
1750309621.791112,2025-06-19 00:07:01.791,,,,,,,0.0,0.0,0.0,29.77,,,,,
1750309621.805068,2025-06-19 00:07:01.805,,,,,,,0.0,0.0,0.0,31.91,,,,,
1750309621.8190012,2025-06-19 00:07:01.819,,,,,,,0.0,0.0,0.0,32.85,,,,,
1750309621.832866,2025-06-19 00:07:01.832,,,,,,,0.0,0.0,0.0,30.55,,,,,
1750309621.846839,2025-06-19 00:07:01.846,,,,,,,0.0,0.0,0.0,30.85,,,,,
1750309621.860832,2025-06-19 00:07:01.860,,,,,,,0.0,0.0,0.0,29.27,,,,,
1750309621.874815,2025-06-19 00:07:01.874,False,False,True,True,True,True,0.0,0.0,0.0,31.88,34.0,24.0,655.35,438.0,80.52
1750309621.888224,2025-06-19 00:07:01.888,,,,,,,0.0,0.0,0.0,31.27,,,,,
1750309621.90219,2025-06-19 00:07:01.902,,,,,,,0.0,0.0,0.0,30.47,,,,,
1750309621.9142342,2025-06-19 00:07:01.914,,,,,,,0.0,0.0,0.0,29.73,,,,,
1750309621.928112,2025-06-19 00:07:01.928,,,,,,,0.0,0.0,0.0,30.42,,,,,
1750309621.9422789,2025-06-19 00:07:01.942,,,,,,,0.0,0.0,0.0,32.07,,,,,
1750309621.956415,2025-06-19 00:07:01.956,,,,,,,0.0,0.0,0.0,30.14,,,,,
1750309621.970342,2025-06-19 00:07:01.970,,,,,,,0.0,0.0,0.0,30.14,,,,,
1750309621.984263,2025-06-19 00:07:01.984,False,False,True,True,True,True,0.0,0.0,0.0,29.94,34.0,27.0,655.35,444.0,81.21000000000001
1750309621.997487,2025-06-19 00:07:01.997,,,,,,,0.0,0.0,0.0,32.88,,,,,
1750309622.012181,2025-06-19 00:07:02.012,,,,,,,0.0,0.0,0.0,30.96,,,,,
1750309622.026037,2025-06-19 00:07:02.026,,,,,,,0.0,0.0,0.0,30.14,,,,,
1750309622.03987,2025-06-19 00:07:02.039,,,,,,,0.0,0.0,0.0,30.060000000000002,,,,,
1750309622.052895,2025-06-19 00:07:02.052,,,,,,,0.0,0.0,0.0,30.39,,,,,
1750309622.0666912,2025-06-19 00:07:02.066,,,,,,,0.0,0.0,0.0,30.73,,,,,
1750309622.080566,2025-06-19 00:07:02.080,,,,,,,0.0,0.0,0.0,33.44,,,,,
1750309622.094433,2025-06-19 00:07:02.094,False,False,True,True,True,True,0.0,0.0,0.0,32.82,34.0,26.0,655.35,440.0,81.23
1750309622.108305,2025-06-19 00:07:02.108,,,,,,,0.0,0.0,0.0,31.990000000000002,,,,,
1750309622.122108,2025-06-19 00:07:02.122,,,,,,,0.0,0.0,0.0,33.36,,,,,
1750309622.135925,2025-06-19 00:07:02.135,,,,,,,0.0,0.0,0.0,32.75,,,,,
1750309622.147688,2025-06-19 00:07:02.147,,,,,,,0.0,0.0,0.0,32.68,,,,,
1750309622.161684,2025-06-19 00:07:02.161,,,,,,,0.0,0.0,0.0,33.06,,,,,
1750309622.1739829,2025-06-19 00:07:02.173,,,,,,,0.0,0.0,0.0,32.88,,,,,
1750309622.187493,2025-06-19 00:07:02.187,,,,,,,0.0,0.0,0.0,30.61,,,,,
1750309622.2014148,2025-06-19 00:07:02.201,False,False,True,True,True,True,0.0,0.0,0.0,31.48,34.0,26.0,655.35,442.0,80.75
1750309622.2153192,2025-06-19 00:07:02.215,,,,,,,0.0,0.0,0.0,31.42,,,,,
1750309622.229114,2025-06-19 00:07:02.229,,,,,,,0.0,0.0,0.0,31.11,,,,,
1750309622.241477,2025-06-19 00:07:02.241,,,,,,,0.0,0.0,0.0,31.26,,,,,
1750309622.2549188,2025-06-19 00:07:02.254,,,,,,,0.0,0.0,0.0,31.92,,,,,
1750309622.267315,2025-06-19 00:07:02.267,,,,,,,0.0,0.0,0.0,31.77,,,,,
1750309622.2822342,2025-06-19 00:07:02.282,,,,,,,0.0,0.0,0.0,29.92,,,,,
1750309622.2960472,2025-06-19 00:07:02.296,,,,,,,0.0,0.0,0.0,30.63,,,,,
1750309622.309946,2025-06-19 00:07:02.309,False,False,True,True,True,True,0.0,0.0,0.0,31.76,37.0,27.0,655.35,445.0,81.3
1750309622.3238661,2025-06-19 00:07:02.323,,,,,,,0.0,0.0,0.0,33.52,,,,,
1750309622.335735,2025-06-19 00:07:02.335,,,,,,,0.0,0.0,0.0,33.55,,,,,
1750309622.349392,2025-06-19 00:07:02.349,,,,,,,0.0,0.0,0.0,31.38,,,,,
1750309622.363182,2025-06-19 00:07:02.363,,,,,,,0.0,0.0,0.0,33.79,,,,,
1750309622.377037,2025-06-19 00:07:02.377,,,,,,,0.0,0.0,0.0,32.22,,,,,
1750309622.390864,2025-06-19 00:07:02.390,,,,,,,0.0,0.0,0.0,30.11,,,,,
1750309622.4033961,2025-06-19 00:07:02.403,,,,,,,0.0,0.0,0.0,33.27,,,,,
1750309622.41612,2025-06-19 00:07:02.416,False,False,True,True,True,True,0.0,0.0,0.0,30.79,37.0,27.0,655.35,436.0,81.17
1750309622.42992,2025-06-19 00:07:02.429,,,,,,,0.0,0.0,0.0,33.87,,,,,
1750309622.441547,2025-06-19 00:07:02.441,,,,,,,0.0,0.0,0.0,30.330000000000002,,,,,
1750309622.455435,2025-06-19 00:07:02.455,,,,,,,0.0,0.0,0.0,32.980000000000004,,,,,
1750309622.467732,2025-06-19 00:07:02.467,,,,,,,0.0,0.0,0.0,30.85,,,,,
1750309622.479946,2025-06-19 00:07:02.479,,,,,,,0.0,0.0,0.0,33.75,,,,,
1750309622.495361,2025-06-19 00:07:02.495,,,,,,,0.0,0.0,0.0,30.35,,,,,
1750309622.509206,2025-06-19 00:07:02.509,,,,,,,0.0,0.0,0.0,33.29,,,,,
1750309622.523093,2025-06-19 00:07:02.523,False,False,True,True,True,True,0.0,0.0,0.0,33.480000000000004,35.0,27.0,655.35,438.0,79.92
1750309622.537122,2025-06-19 00:07:02.537,,,,,,,0.0,0.0,0.0,33.85,,,,,
1750309622.55108,2025-06-19 00:07:02.551,,,,,,,0.0,0.0,0.0,32.57,,,,,
1750309622.564259,2025-06-19 00:07:02.564,,,,,,,0.0,0.0,0.0,34.39,,,,,
1750309622.578124,2025-06-19 00:07:02.578,,,,,,,0.0,0.0,0.0,33.43,,,,,
1750309622.590113,2025-06-19 00:07:02.590,,,,,,,0.0,0.0,0.0,33.230000000000004,,,,,
1750309622.604202,2025-06-19 00:07:02.604,,,,,,,0.0,0.0,0.0,34.07,,,,,
1750309622.618026,2025-06-19 00:07:02.618,,,,,,,0.0,0.0,0.0,32.57,,,,,
1750309622.630429,2025-06-19 00:07:02.630,False,False,True,True,True,True,0.0,0.0,0.0,33.97,35.0,27.0,655.35,444.0,80.72
1750309622.644373,2025-06-19 00:07:02.644,,,,,,,0.0,0.0,0.0,31.59,,,,,
1750309622.656787,2025-06-19 00:07:02.656,,,,,,,0.0,0.0,0.0,31.12,,,,,
1750309622.670649,2025-06-19 00:07:02.670,,,,,,,0.0,0.0,0.0,31.91,,,,,
1750309622.682561,2025-06-19 00:07:02.682,,,,,,,0.0,0.0,0.0,33.31,,,,,
1750309622.695023,2025-06-19 00:07:02.695,,,,,,,0.0,0.0,0.0,31.810000000000002,,,,,
1750309622.708877,2025-06-19 00:07:02.708,,,,,,,0.0,0.0,0.0,30.82,,,,,
1750309622.72272,2025-06-19 00:07:02.722,,,,,,,0.0,0.0,0.0,34.28,,,,,
1750309622.7365649,2025-06-19 00:07:02.736,False,False,True,True,True,True,0.0,0.0,0.0,32.2,35.0,29.0,655.35,444.0,80.02
1750309622.750415,2025-06-19 00:07:02.750,,,,,,,0.0,0.0,0.0,32.33,,,,,
1750309622.764244,2025-06-19 00:07:02.764,,,,,,,0.0,0.0,0.0,31.48,,,,,
1750309622.7781172,2025-06-19 00:07:02.778,,,,,,,0.0,0.0,0.0,34.81,,,,,
1750309622.791934,2025-06-19 00:07:02.791,,,,,,,0.0,0.0,0.0,32.09,,,,,
1750309622.805755,2025-06-19 00:07:02.805,,,,,,,0.0,0.0,0.0,31.01,,,,,
1750309622.819554,2025-06-19 00:07:02.819,,,,,,,0.0,0.0,0.0,34.63,,,,,
1750309622.833458,2025-06-19 00:07:02.833,,,,,,,0.0,0.0,0.0,34.1,,,,,
1750309622.846747,2025-06-19 00:07:02.846,False,False,True,True,True,True,0.0,0.0,0.0,31.13,34.0,28.0,655.35,437.0,80.07000000000001
1750309622.858567,2025-06-19 00:07:02.858,,,,,,,0.0,0.0,0.0,32.730000000000004,,,,,
1750309622.872247,2025-06-19 00:07:02.872,,,,,,,0.0,0.0,0.0,34.75,,,,,
1750309622.8867252,2025-06-19 00:07:02.886,,,,,,,0.0,0.0,0.0,32.49,,,,,
1750309622.901078,2025-06-19 00:07:02.901,,,,,,,0.0,0.0,0.0,31.44,,,,,
1750309622.9155588,2025-06-19 00:07:02.915,,,,,,,0.0,0.0,0.0,34.26,,,,,
1750309622.9295201,2025-06-19 00:07:02.929,,,,,,,0.0,0.0,0.0,31.27,,,,,
1750309622.943763,2025-06-19 00:07:02.943,,,,,,,0.0,0.0,0.0,31.830000000000002,,,,,
1750309622.956655,2025-06-19 00:07:02.956,False,False,True,True,True,True,0.0,0.0,0.0,32.76,34.0,30.0,655.35,437.0,81.53
1750309622.974987,2025-06-19 00:07:02.974,,,,,,,0.0,0.0,0.0,33.3,,,,,
1750309622.987595,2025-06-19 00:07:02.987,,,,,,,0.0,0.0,0.0,32.7,,,,,
1750309623.011415,2025-06-19 00:07:03.011,,,,,,,0.0,0.0,0.0,33.87,,,,,
1750309623.028738,2025-06-19 00:07:03.028,,,,,,,0.0,0.0,0.0,33.660000000000004,,,,,
1750309623.042527,2025-06-19 00:07:03.042,,,,,,,0.0,0.0,0.0,34.64,,,,,
1750309623.060433,2025-06-19 00:07:03.060,False,False,True,True,True,True,0.0,0.0,0.0,32.12,35.0,26.0,655.35,442.0,80.69
1750309623.075003,2025-06-19 00:07:03.075,,,,,,,0.0,0.0,0.0,32.910000000000004,,,,,
1750309623.0892422,2025-06-19 00:07:03.089,,,,,,,0.0,0.0,0.0,35.25,,,,,
1750309623.1033258,2025-06-19 00:07:03.103,,,,,,,0.0,0.0,0.0,32.96,,,,,
1750309623.116826,2025-06-19 00:07:03.116,,,,,,,0.0,0.0,0.0,33.07,,,,,
1750309623.130487,2025-06-19 00:07:03.130,,,,,,,0.0,0.0,0.0,32.8,,,,,
1750309623.144206,2025-06-19 00:07:03.144,,,,,,,0.0,0.0,0.0,32.54,,,,,
1750309623.158429,2025-06-19 00:07:03.158,,,,,,,0.0,0.0,0.0,31.98,,,,,
1750309623.171873,2025-06-19 00:07:03.171,False,False,True,True,True,True,0.0,0.0,0.0,32.35,36.0,29.0,655.35,436.0,81.62
1750309623.186302,2025-06-19 00:07:03.186,,,,,,,0.0,0.0,0.0,35.21,,,,,
1750309623.2029529,2025-06-19 00:07:03.202,,,,,,,0.0,0.0,0.0,34.2,,,,,
1750309623.215457,2025-06-19 00:07:03.215,,,,,,,0.0,0.0,0.0,32.13,,,,,
1750309623.229546,2025-06-19 00:07:03.229,,,,,,,0.0,0.0,0.0,34.0,,,,,
1750309623.2438989,2025-06-19 00:07:03.243,,,,,,,0.0,0.0,0.0,33.81,,,,,
1750309623.257979,2025-06-19 00:07:03.257,,,,,,,0.0,0.0,0.0,33.25,,,,,
1750309623.272639,2025-06-19 00:07:03.272,False,False,True,True,True,True,0.0,0.0,0.0,34.62,35.0,29.0,655.35,435.0,80.96000000000001
1750309623.286657,2025-06-19 00:07:03.286,,,,,,,0.0,0.0,0.0,34.53,,,,,
1750309623.2994938,2025-06-19 00:07:03.299,,,,,,,0.0,0.0,0.0,32.11,,,,,
1750309623.3136718,2025-06-19 00:07:03.313,,,,,,,0.0,0.0,0.0,32.03,,,,,
1750309623.328314,2025-06-19 00:07:03.328,,,,,,,0.0,0.0,0.0,32.68,,,,,
1750309623.342674,2025-06-19 00:07:03.342,,,,,,,0.0,0.0,0.0,32.08,,,,,
1750309623.356578,2025-06-19 00:07:03.356,,,,,,,0.0,0.0,0.0,34.800000000000004,,,,,
1750309623.370671,2025-06-19 00:07:03.370,,,,,,,0.0,0.0,0.0,32.49,,,,,
1750309623.382936,2025-06-19 00:07:03.382,False,False,True,True,True,True,0.0,0.0,0.0,32.86,33.0,28.0,655.35,440.0,80.86
1750309623.396825,2025-06-19 00:07:03.396,,,,,,,0.0,0.0,0.0,34.14,,,,,
1750309623.410618,2025-06-19 00:07:03.410,,,,,,,0.0,0.0,0.0,35.75,,,,,
1750309623.4243999,2025-06-19 00:07:03.424,,,,,,,0.0,0.0,0.0,32.910000000000004,,,,,
1750309623.438185,2025-06-19 00:07:03.438,,,,,,,0.0,0.0,0.0,36.01,,,,,
1750309623.451987,2025-06-19 00:07:03.451,,,,,,,0.0,0.0,0.0,34.2,,,,,
1750309623.465771,2025-06-19 00:07:03.465,,,,,,,0.0,0.0,0.0,35.6,,,,,
1750309623.479518,2025-06-19 00:07:03.479,,,,,,,0.0,0.0,0.0,34.59,,,,,
1750309623.49151,2025-06-19 00:07:03.491,False,False,True,True,True,True,0.0,0.0,0.0,35.94,36.0,27.0,655.35,445.0,81.79
1750309623.505325,2025-06-19 00:07:03.505,,,,,,,0.0,0.0,0.0,34.33,,,,,
1750309623.5190568,2025-06-19 00:07:03.519,,,,,,,0.0,0.0,0.0,32.9,,,,,
1750309623.532786,2025-06-19 00:07:03.532,,,,,,,0.0,0.0,0.0,36.04,,,,,
1750309623.5465128,2025-06-19 00:07:03.546,,,,,,,0.0,0.0,0.0,35.230000000000004,,,,,
1750309623.560234,2025-06-19 00:07:03.560,,,,,,,0.0,0.0,0.0,35.26,,,,,
1750309623.5760798,2025-06-19 00:07:03.576,,,,,,,0.0,0.0,0.0,33.77,,,,,
1750309623.591903,2025-06-19 00:07:03.591,False,False,True,True,True,True,0.0,0.0,0.0,35.730000000000004,34.0,30.0,655.35,442.0,80.27
1750309623.604023,2025-06-19 00:07:03.604,,,,,,,0.0,0.0,0.0,35.550000000000004,,,,,
1750309623.620189,2025-06-19 00:07:03.620,,,,,,,0.0,0.0,0.0,35.04,,,,,
