timestamp,datetime,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed,pack.cell_bottom_temp,pack.cell_top_temp,pack.hv_c,pack.hv_pack_v,pack.hv_soc
1750308244.507828,2025-06-18 23:44:04.507,0.0,0.0,0.0,31.26,35.0,24.0,655.35,437.0,80.76
1750308244.5217621,2025-06-18 23:44:04.521,0.0,0.0,0.0,30.400000000000002,,,,,
1750308244.535551,2025-06-18 23:44:04.535,0.0,0.0,0.0,31.060000000000002,,,,,
1750308244.546983,2025-06-18 23:44:04.546,0.0,0.0,0.0,31.86,,,,,
1750308244.560745,2025-06-18 23:44:04.560,0.0,0.0,0.0,29.3,,,,,
1750308244.57451,2025-06-18 23:44:04.574,0.0,0.0,0.0,30.75,,,,,
1750308244.5884988,2025-06-18 23:44:04.588,0.0,0.0,0.0,29.2,,,,,
1750308244.602358,2025-06-18 23:44:04.602,0.0,0.0,0.0,31.970000000000002,,,,,
1750308244.6161869,2025-06-18 23:44:04.616,0.0,0.0,0.0,32.52,37.0,27.0,655.35,438.0,79.73
1750308244.628095,2025-06-18 23:44:04.628,0.0,0.0,0.0,32.63,,,,,
1750308244.641829,2025-06-18 23:44:04.641,0.0,0.0,0.0,29.51,,,,,
1750308244.655607,2025-06-18 23:44:04.655,0.0,0.0,0.0,31.21,,,,,
1750308244.6694021,2025-06-18 23:44:04.669,0.0,0.0,0.0,30.64,,,,,
1750308244.6832142,2025-06-18 23:44:04.683,0.0,0.0,0.0,32.69,,,,,
1750308244.697093,2025-06-18 23:44:04.697,0.0,0.0,0.0,30.7,,,,,
1750308244.709465,2025-06-18 23:44:04.709,0.0,0.0,0.0,29.32,,,,,
1750308244.7232409,2025-06-18 23:44:04.723,0.0,0.0,0.0,31.98,35.0,24.0,655.35,437.0,80.74
1750308244.737045,2025-06-18 23:44:04.737,0.0,0.0,0.0,32.25,,,,,
1750308244.750832,2025-06-18 23:44:04.750,0.0,0.0,0.0,31.86,,,,,
1750308244.7646248,2025-06-18 23:44:04.764,0.0,0.0,0.0,32.45,,,,,
1750308244.778423,2025-06-18 23:44:04.778,0.0,0.0,0.0,31.61,,,,,
1750308244.792182,2025-06-18 23:44:04.792,0.0,0.0,0.0,33.36,,,,,
1750308244.805943,2025-06-18 23:44:04.805,0.0,0.0,0.0,30.63,,,,,
1750308244.819721,2025-06-18 23:44:04.819,0.0,0.0,0.0,32.160000000000004,,,,,
1750308244.8335528,2025-06-18 23:44:04.833,0.0,0.0,0.0,33.46,37.0,27.0,655.35,437.0,80.33
1750308244.845911,2025-06-18 23:44:04.845,0.0,0.0,0.0,30.01,,,,,
1750308244.8591092,2025-06-18 23:44:04.859,0.0,0.0,0.0,32.14,,,,,
