timestamp,datetime,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed,pack.cell_bottom_temp,pack.cell_top_temp,pack.hv_c,pack.hv_pack_v,pack.hv_soc
1750308236.4632971,2025-06-18 23:43:56.463,0.0,0.0,0.0,32.65,35.0,26.0,655.35,445.0,80.95
1750308236.4777,2025-06-18 23:43:56.477,0.0,0.0,0.0,30.490000000000002,,,,,
1750308236.4915211,2025-06-18 23:43:56.491,0.0,0.0,0.0,31.34,,,,,
1750308236.505364,2025-06-18 23:43:56.505,0.0,0.0,0.0,30.71,,,,,
1750308236.51775,2025-06-18 23:43:56.517,0.0,0.0,0.0,30.12,,,,,
1750308236.5310981,2025-06-18 23:43:56.531,0.0,0.0,0.0,31.85,,,,,
1750308236.542494,2025-06-18 23:43:56.542,0.0,0.0,0.0,32.910000000000004,,,,,
1750308236.556278,2025-06-18 23:43:56.556,0.0,0.0,0.0,29.98,,,,,
1750308236.568023,2025-06-18 23:43:56.568,0.0,0.0,0.0,31.18,34.0,26.0,655.35,439.0,79.93
1750308236.58114,2025-06-18 23:43:56.581,0.0,0.0,0.0,30.52,,,,,
1750308236.593735,2025-06-18 23:43:56.593,0.0,0.0,0.0,31.84,,,,,
1750308236.607487,2025-06-18 23:43:56.607,0.0,0.0,0.0,29.25,,,,,
1750308236.621234,2025-06-18 23:43:56.621,0.0,0.0,0.0,30.01,,,,,
1750308236.635039,2025-06-18 23:43:56.635,0.0,0.0,0.0,30.0,,,,,
1750308236.6488268,2025-06-18 23:43:56.648,0.0,0.0,0.0,32.4,,,,,
1750308236.6609411,2025-06-18 23:43:56.660,0.0,0.0,0.0,30.98,,,,,
1750308236.674777,2025-06-18 23:43:56.674,0.0,0.0,0.0,30.900000000000002,34.0,27.0,655.35,441.0,81.11
1750308236.688629,2025-06-18 23:43:56.688,0.0,0.0,0.0,32.55,,,,,
1750308236.7024388,2025-06-18 23:43:56.702,0.0,0.0,0.0,31.73,,,,,
1750308236.716324,2025-06-18 23:43:56.716,0.0,0.0,0.0,32.25,,,,,
1750308236.728252,2025-06-18 23:43:56.728,0.0,0.0,0.0,32.38,,,,,
1750308236.740077,2025-06-18 23:43:56.740,0.0,0.0,0.0,31.720000000000002,,,,,
1750308236.7539022,2025-06-18 23:43:56.753,0.0,0.0,0.0,31.240000000000002,,,,,
1750308236.76768,2025-06-18 23:43:56.767,0.0,0.0,0.0,32.36,,,,,
1750308236.779969,2025-06-18 23:43:56.779,0.0,0.0,0.0,31.84,34.0,26.0,655.35,443.0,80.95
1750308236.792237,2025-06-18 23:43:56.792,0.0,0.0,0.0,31.44,,,,,
1750308236.8061619,2025-06-18 23:43:56.806,0.0,0.0,0.0,31.85,,,,,
1750308236.817394,2025-06-18 23:43:56.817,0.0,0.0,0.0,31.96,,,,,
1750308236.831129,2025-06-18 23:43:56.831,0.0,0.0,0.0,32.43,,,,,
1750308236.842484,2025-06-18 23:43:56.842,0.0,0.0,0.0,31.04,,,,,
1750308236.85627,2025-06-18 23:43:56.856,0.0,0.0,0.0,30.43,,,,,
1750308236.8686981,2025-06-18 23:43:56.868,0.0,0.0,0.0,33.62,,,,,
1750308236.8825028,2025-06-18 23:43:56.882,0.0,0.0,0.0,33.01,36.0,28.0,655.35,439.0,81.22
1750308236.8962939,2025-06-18 23:43:56.896,0.0,0.0,0.0,31.52,,,,,
1750308236.908739,2025-06-18 23:43:56.908,0.0,0.0,0.0,30.72,,,,,
1750308236.92256,2025-06-18 23:43:56.922,0.0,0.0,0.0,31.0,,,,,
1750308236.936123,2025-06-18 23:43:56.936,0.0,0.0,0.0,31.75,,,,,
1750308236.949926,2025-06-18 23:43:56.949,0.0,0.0,0.0,32.65,,,,,
1750308236.963829,2025-06-18 23:43:56.963,0.0,0.0,0.0,32.01,,,,,
1750308236.9760032,2025-06-18 23:43:56.976,0.0,0.0,0.0,33.83,,,,,
1750308236.9899771,2025-06-18 23:43:56.989,0.0,0.0,0.0,31.26,34.0,27.0,655.35,443.0,81.29
1750308237.003849,2025-06-18 23:43:57.003,0.0,0.0,0.0,30.7,,,,,
1750308237.01766,2025-06-18 23:43:57.017,0.0,0.0,0.0,32.81,,,,,
1750308237.0345469,2025-06-18 23:43:57.034,0.0,0.0,0.0,31.400000000000002,,,,,
1750308237.048364,2025-06-18 23:43:57.048,0.0,0.0,0.0,30.85,,,,,
1750308237.0615392,2025-06-18 23:43:57.061,0.0,0.0,0.0,32.59,,,,,
1750308237.075315,2025-06-18 23:43:57.075,0.0,0.0,0.0,32.69,,,,,
1750308237.088379,2025-06-18 23:43:57.088,0.0,0.0,0.0,32.46,,,,,
1750308237.099939,2025-06-18 23:43:57.099,0.0,0.0,0.0,31.16,37.0,25.0,655.35,441.0,80.35000000000001
