timestamp,datetime,dynamics.fl_pushrod_stress,dynamics.fl_spring_displace,dynamics.fl_strain_gauge_v,dynamics.flw_speed,pack.cell_bottom_temp,pack.cell_top_temp,pack.hv_c,pack.hv_pack_v,pack.hv_soc
1750308178.5815291,2025-06-18 23:42:58.581,0.0,0.0,0.0,31.05,35.0,24.0,655.35,444.0,80.2
1750308178.594235,2025-06-18 23:42:58.594,0.0,0.0,0.0,29.8,,,,,
1750308178.6079948,2025-06-18 23:42:58.607,0.0,0.0,0.0,31.77,,,,,
1750308178.621793,2025-06-18 23:42:58.621,0.0,0.0,0.0,32.5,,,,,
1750308178.634397,2025-06-18 23:42:58.634,0.0,0.0,0.0,31.04,,,,,
1750308178.6481888,2025-06-18 23:42:58.648,0.0,0.0,0.0,29.63,,,,,
1750308178.660733,2025-06-18 23:42:58.660,0.0,0.0,0.0,30.52,,,,,
1750308178.6745658,2025-06-18 23:42:58.674,0.0,0.0,0.0,30.76,,,,,
1750308178.6865869,2025-06-18 23:42:58.686,0.0,0.0,0.0,32.28,34.0,26.0,655.35,442.0,79.86
1750308178.7004669,2025-06-18 23:42:58.700,0.0,0.0,0.0,29.69,,,,,
1750308178.71422,2025-06-18 23:42:58.714,0.0,0.0,0.0,31.310000000000002,,,,,
1750308178.726181,2025-06-18 23:42:58.726,0.0,0.0,0.0,33.2,,,,,
1750308178.7399628,2025-06-18 23:42:58.739,0.0,0.0,0.0,31.75,,,,,
1750308178.7537448,2025-06-18 23:42:58.753,0.0,0.0,0.0,32.85,,,,,
1750308178.767513,2025-06-18 23:42:58.767,0.0,0.0,0.0,30.310000000000002,,,,,
1750308178.779498,2025-06-18 23:42:58.779,0.0,0.0,0.0,31.25,,,,,
1750308178.7919722,2025-06-18 23:42:58.791,0.0,0.0,0.0,32.99,36.0,27.0,655.35,436.0,79.99
1750308178.805603,2025-06-18 23:42:58.805,0.0,0.0,0.0,30.82,,,,,
1750308178.81936,2025-06-18 23:42:58.819,0.0,0.0,0.0,30.13,,,,,
1750308178.833129,2025-06-18 23:42:58.833,0.0,0.0,0.0,29.54,,,,,
1750308178.846853,2025-06-18 23:42:58.846,0.0,0.0,0.0,31.39,,,,,
1750308178.8605828,2025-06-18 23:42:58.860,0.0,0.0,0.0,33.28,,,,,
1750308178.874335,2025-06-18 23:42:58.874,0.0,0.0,0.0,32.74,,,,,
1750308178.888052,2025-06-18 23:42:58.888,0.0,0.0,0.0,31.310000000000002,,,,,
1750308178.901783,2025-06-18 23:42:58.901,0.0,0.0,0.0,33.19,35.0,28.0,655.35,443.0,80.51
1750308178.9155111,2025-06-18 23:42:58.915,0.0,0.0,0.0,31.27,,,,,
1750308178.929266,2025-06-18 23:42:58.929,0.0,0.0,0.0,31.94,,,,,
1750308178.9430091,2025-06-18 23:42:58.943,0.0,0.0,0.0,33.01,,,,,
1750308178.9542751,2025-06-18 23:42:58.954,0.0,0.0,0.0,33.29,,,,,
1750308178.9681191,2025-06-18 23:42:58.968,0.0,0.0,0.0,33.13,,,,,
1750308178.981892,2025-06-18 23:42:58.981,0.0,0.0,0.0,31.75,,,,,
1750308178.995664,2025-06-18 23:42:58.995,0.0,0.0,0.0,30.310000000000002,,,,,
1750308179.007978,2025-06-18 23:42:59.007,0.0,0.0,0.0,30.88,34.0,25.0,655.35,444.0,80.82000000000001
1750308179.021857,2025-06-18 23:42:59.021,0.0,0.0,0.0,31.11,,,,,
1750308179.035132,2025-06-18 23:42:59.035,0.0,0.0,0.0,32.53,,,,,
1750308179.048864,2025-06-18 23:42:59.048,0.0,0.0,0.0,33.05,,,,,
1750308179.062649,2025-06-18 23:42:59.062,0.0,0.0,0.0,31.1,,,,,
1750308179.0761468,2025-06-18 23:42:59.076,0.0,0.0,0.0,30.38,,,,,
1750308179.088467,2025-06-18 23:42:59.088,0.0,0.0,0.0,32.84,,,,,
1750308179.10222,2025-06-18 23:42:59.102,0.0,0.0,0.0,33.44,,,,,
1750308179.115984,2025-06-18 23:42:59.115,0.0,0.0,0.0,32.79,35.0,25.0,655.35,445.0,80.49
1750308179.129733,2025-06-18 23:42:59.129,0.0,0.0,0.0,33.65,,,,,
1750308179.142808,2025-06-18 23:42:59.142,0.0,0.0,0.0,31.310000000000002,,,,,
1750308179.15653,2025-06-18 23:42:59.156,0.0,0.0,0.0,32.84,,,,,
1750308179.1688828,2025-06-18 23:42:59.168,0.0,0.0,0.0,34.12,,,,,
1750308179.182632,2025-06-18 23:42:59.182,0.0,0.0,0.0,32.86,,,,,
1750308179.196469,2025-06-18 23:42:59.196,0.0,0.0,0.0,31.41,,,,,
1750308179.209475,2025-06-18 23:42:59.209,0.0,0.0,0.0,30.52,,,,,
1750308179.223267,2025-06-18 23:42:59.223,0.0,0.0,0.0,31.64,35.0,28.0,655.35,439.0,79.64
1750308179.2355719,2025-06-18 23:42:59.235,0.0,0.0,0.0,33.74,,,,,
1750308179.2494268,2025-06-18 23:42:59.249,0.0,0.0,0.0,30.67,,,,,
1750308179.263197,2025-06-18 23:42:59.263,0.0,0.0,0.0,32.95,,,,,
1750308179.276145,2025-06-18 23:42:59.276,0.0,0.0,0.0,34.36,,,,,
1750308179.2884731,2025-06-18 23:42:59.288,0.0,0.0,0.0,32.44,,,,,
1750308179.302201,2025-06-18 23:42:59.302,0.0,0.0,0.0,31.13,,,,,
1750308179.315952,2025-06-18 23:42:59.315,0.0,0.0,0.0,31.71,,,,,
1750308179.3273861,2025-06-18 23:42:59.327,0.0,0.0,0.0,31.650000000000002,35.0,27.0,655.35,440.0,79.77
1750308179.341186,2025-06-18 23:42:59.341,0.0,0.0,0.0,32.13,,,,,
1750308179.35498,2025-06-18 23:42:59.354,0.0,0.0,0.0,34.51,,,,,
1750308179.3685849,2025-06-18 23:42:59.368,0.0,0.0,0.0,30.91,,,,,
1750308179.3823628,2025-06-18 23:42:59.382,0.0,0.0,0.0,33.34,,,,,
1750308179.394676,2025-06-18 23:42:59.394,0.0,0.0,0.0,31.71,,,,,
1750308179.408467,2025-06-18 23:42:59.408,0.0,0.0,0.0,33.94,,,,,
1750308179.420823,2025-06-18 23:42:59.420,0.0,0.0,0.0,34.46,,,,,
1750308179.434603,2025-06-18 23:42:59.434,0.0,0.0,0.0,31.09,37.0,28.0,655.35,441.0,80.13
1750308179.4471219,2025-06-18 23:42:59.447,0.0,0.0,0.0,34.38,,,,,
1750308179.460602,2025-06-18 23:42:59.460,0.0,0.0,0.0,31.150000000000002,,,,,
1750308179.473544,2025-06-18 23:42:59.473,0.0,0.0,0.0,31.7,,,,,
1750308179.487361,2025-06-18 23:42:59.487,0.0,0.0,0.0,34.730000000000004,,,,,
1750308179.501149,2025-06-18 23:42:59.501,0.0,0.0,0.0,31.26,,,,,
1750308179.513401,2025-06-18 23:42:59.513,0.0,0.0,0.0,31.25,,,,,
1750308179.52613,2025-06-18 23:42:59.526,0.0,0.0,0.0,33.230000000000004,,,,,
1750308179.539916,2025-06-18 23:42:59.539,0.0,0.0,0.0,34.68,34.0,26.0,655.35,444.0,81.5
1750308179.552224,2025-06-18 23:42:59.552,0.0,0.0,0.0,31.48,,,,,
1750308179.564321,2025-06-18 23:42:59.564,0.0,0.0,0.0,33.660000000000004,,,,,
1750308179.576604,2025-06-18 23:42:59.576,0.0,0.0,0.0,31.26,,,,,
1750308179.588937,2025-06-18 23:42:59.588,0.0,0.0,0.0,34.54,,,,,
1750308179.602709,2025-06-18 23:42:59.602,0.0,0.0,0.0,31.59,,,,,
1750308179.614999,2025-06-18 23:42:59.614,0.0,0.0,0.0,33.75,,,,,
1750308179.628753,2025-06-18 23:42:59.628,0.0,0.0,0.0,33.32,,,,,
1750308179.642548,2025-06-18 23:42:59.642,0.0,0.0,0.0,32.3,37.0,26.0,655.35,435.0,80.19
1750308179.65631,2025-06-18 23:42:59.656,0.0,0.0,0.0,34.58,,,,,
1750308179.670051,2025-06-18 23:42:59.670,0.0,0.0,0.0,33.86,,,,,
1750308179.683788,2025-06-18 23:42:59.683,0.0,0.0,0.0,31.87,,,,,
1750308179.697547,2025-06-18 23:42:59.697,0.0,0.0,0.0,34.84,,,,,
1750308179.709625,2025-06-18 23:42:59.709,0.0,0.0,0.0,34.980000000000004,,,,,
1750308179.722272,2025-06-18 23:42:59.722,0.0,0.0,0.0,35.08,,,,,
